ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,OccupancyRate,Timestamp,Hour,DayOfWeek,Load,OccupancyRounded,OccupancyRatio,Next_Price_01,Next_price_02
739,BHMBCCMKT01,577,26.14453614,91.73617216,40,car,0.0,2,False,16-11-2016,08:27,0.06932409,16-11-2016 08:27,8,2,0,40,0.06932409,10.6932409,12.7190376
740,BHMBCCMKT01,577,26.14453614,91.73617216,54,car,0.0,1,False,16-11-2016,09:00,0.093587522,16-11-2016 09:00,9,2,0,54,0.093587522,10.93587522,12.3801666
741,BHMBCCMKT01,577,26.14453614,91.73617216,64,bike,0.0,1,False,16-11-2016,09:27,0.110918544,16-11-2016 09:27,9,2,0,64,0.110918544,11.10918544,10.07747408
742,BHMBCCMKT01,577,26.14453614,91.73617216,99,car,0.0,2,False,16-11-2016,10:00,0.171577123,16-11-2016 10:00,10,2,0,99,0.171577123,11.71577123,10.29976336
743,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,,3,False,16-11-2016,10:33,0.223570191,16-11-2016 10:33,10,2,0,129,0.223570191,12.23570191,10.90940729
744,BHMBCCMKT01,577,26.14453614,91.73617216,149,truck,,4,False,16-11-2016,11:00,0.258232236,16-11-2016 11:00,11,2,0,149,0.258232236,12.58232236,12.18433674
745,BHMBCCMKT01,577,26.14453614,91.73617216,163,bike,,4,False,16-11-2016,11:27,0.282495667,16-11-2016 11:27,11,2,0,163,0.282495667,12.82495667,12.95534699
746,BHMBCCMKT01,577,26.14453614,91.73617216,174,bike,,5,False,16-11-2016,12:00,0.301559792,16-11-2016 12:00,12,2,0,174,0.301559792,13.01559792,15.49672754
747,BHMBCCMKT01,577,26.14453614,91.73617216,172,car,1.0,7,False,16-11-2016,12:27,0.298093588,16-11-2016 12:27,12,2,0,172,0.298093588,12.98093588,16.41268047
748,BHMBCCMKT01,577,26.14453614,91.73617216,176,car,1.0,6,False,16-11-2016,13:00,0.305025997,16-11-2016 13:00,13,2,0,176,0.305025997,13.05025997,17.04204172
749,BHMBCCMKT01,577,26.14453614,91.73617216,187,car,1.0,6,False,16-11-2016,13:27,0.324090121,16-11-2016 13:27,13,2,0,187,0.324090121,13.24090121,17.33681876
750,BHMBCCMKT01,577,26.14453614,91.73617216,182,bike,,3,False,16-11-2016,14:00,0.31542461,16-11-2016 14:00,14,2,0,182,0.31542461,13.1542461,18.07133266
751,BHMBCCMKT01,577,26.14453614,91.73617216,181,car,1.0,4,False,16-11-2016,14:27,0.313691508,16-11-2016 14:27,14,2,0,181,0.313691508,13.13691508,17.57656531
752,BHMBCCMKT01,577,26.14453614,91.73617216,159,cycle,,2,False,16-11-2016,15:00,0.275563258,16-11-2016 15:00,15,2,0,159,0.275563258,12.75563258,17.49587357
753,BHMBCCMKT01,577,26.14453614,91.73617216,145,car,0.0,2,False,16-11-2016,15:33,0.251299827,16-11-2016 15:33,15,2,0,145,0.251299827,12.51299827,16.8546436
754,BHMBCCMKT01,577,26.14453614,91.73617216,140,car,0.0,1,False,16-11-2016,16:00,0.242634315,16-11-2016 16:00,16,2,0,140,0.242634315,12.42634315,10.0161555
755,BHMBCCMKT01,577,26.14453614,91.73617216,125,cycle,0.0,2,False,16-11-2016,16:33,0.216637782,16-11-2016 16:33,16,2,0,125,0.216637782,12.16637782,10.0
756,BHMBCCMKT01,577,26.14453614,91.73617216,34,bike,0.0,1,False,17-11-2016,08:04,0.058925477,17-11-2016 08:04,8,3,0,34,0.058925477,10.58925477,10.15777019
757,BHMBCCMKT01,577,26.14453614,91.73617216,38,car,,2,False,17-11-2016,08:31,0.065857886,17-11-2016 08:31,8,3,0,38,0.065857886,10.65857886,10.25461743
758,BHMBCCMKT01,577,26.14453614,91.73617216,51,car,0.0,1,False,17-11-2016,09:03,0.088388215,17-11-2016 09:03,9,3,0,51,0.088388215,10.88388215,10.86025987
759,BHMBCCMKT01,577,26.14453614,91.73617216,69,car,0.0,2,False,17-11-2016,09:31,0.119584055,17-11-2016 09:31,9,3,0,69,0.119584055,11.19584055,13.47802823
760,BHMBCCMKT01,577,26.14453614,91.73617216,108,car,,2,False,17-11-2016,09:57,0.187175043,17-11-2016 09:57,9,3,0,108,0.187175043,11.87175043,14.48321363
761,BHMBCCMKT01,577,26.14453614,91.73617216,146,truck,,3,False,17-11-2016,10:31,0.253032929,17-11-2016 10:31,10,3,0,146,0.253032929,12.53032929,15.12084599
762,BHMBCCMKT01,577,26.14453614,91.73617216,182,car,1.0,7,False,17-11-2016,11:04,0.31542461,17-11-2016 11:04,11,3,0,182,0.31542461,13.1542461,15.62113477
763,BHMBCCMKT01,577,26.14453614,91.73617216,186,truck,,4,False,17-11-2016,11:31,0.322357019,17-11-2016 11:31,11,3,0,186,0.322357019,13.22357019,16.09343363
764,BHMBCCMKT01,577,26.14453614,91.73617216,209,bike,1.0,7,False,17-11-2016,12:04,0.362218371,17-11-2016 12:04,12,3,0,209,0.362218371,13.62218371,15.52592605
765,BHMBCCMKT01,577,26.14453614,91.73617216,210,truck,1.0,7,False,17-11-2016,12:31,0.363951473,17-11-2016 12:31,12,3,0,210,0.363951473,13.63951473,14.89651335
766,BHMBCCMKT01,577,26.14453614,91.73617216,214,car,1.0,6,False,17-11-2016,13:04,0.370883882,17-11-2016 13:04,13,3,0,214,0.370883882,13.70883882,14.41275112
767,BHMBCCMKT01,577,26.14453614,91.73617216,212,car,1.0,7,False,17-11-2016,13:31,0.367417678,17-11-2016 13:31,13,3,0,212,0.367417678,13.67417678,10.18570284
768,BHMBCCMKT01,577,26.14453614,91.73617216,193,bike,,3,False,17-11-2016,14:04,0.334488735,17-11-2016 14:04,14,3,0,193,0.334488735,13.34488735,10.4442703
769,BHMBCCMKT01,577,26.14453614,91.73617216,175,car,,4,False,17-11-2016,14:30,0.303292894,17-11-2016 14:30,14,3,0,175,0.303292894,13.03292894,10.71860506
770,BHMBCCMKT01,577,26.14453614,91.73617216,150,car,,4,False,17-11-2016,14:58,0.259965338,17-11-2016 14:58,14,3,0,150,0.259965338,12.59965338,11.39278522
771,BHMBCCMKT01,577,26.14453614,91.73617216,136,car,0.0,2,False,17-11-2016,15:30,0.235701906,17-11-2016 15:30,15,3,0,136,0.235701906,12.35701906,11.78010556
772,BHMBCCMKT01,577,26.14453614,91.73617216,130,car,0.0,2,False,17-11-2016,15:58,0.225303293,17-11-2016 15:58,15,3,0,130,0.225303293,12.25303293,13.33706406
773,BHMBCCMKT01,577,26.14453614,91.73617216,114,car,0.0,2,False,17-11-2016,16:31,0.197573657,17-11-2016 16:31,16,3,0,114,0.197573657,11.97573657,13.67198503
774,BHMBCCMKT01,577,26.14453614,91.73617216,35,car,0.0,1,False,18-11-2016,08:01,0.060658579,18-11-2016 08:01,8,4,0,35,0.060658579,10.60658579,13.80141141
775,BHMBCCMKT01,577,26.14453614,91.73617216,35,car,0.0,1,False,18-11-2016,08:01,0.060658579,18-11-2016 08:01,8,4,0,35,0.060658579,10.60658579,13.50305391
776,BHMBCCMKT01,577,26.14453614,91.73617216,37,bike,0.0,1,False,18-11-2016,08:27,0.064124783,18-11-2016 08:27,8,4,0,37,0.064124783,10.64124783,12.29825072
777,BHMBCCMKT01,577,26.14453614,91.73617216,73,truck,0.0,2,False,18-11-2016,09:27,0.126516464,18-11-2016 09:27,9,4,0,73,0.126516464,11.26516464,12.04000286
778,BHMBCCMKT01,577,26.14453614,91.73617216,117,car,0.0,2,False,18-11-2016,10:01,0.202772964,18-11-2016 10:01,10,4,0,117,0.202772964,12.02772964,11.60857141
779,BHMBCCMKT01,577,26.14453614,91.73617216,157,bike,,4,False,18-11-2016,10:27,0.272097054,18-11-2016 10:27,10,4,0,157,0.272097054,12.72097054,10.29887597
780,BHMBCCMKT01,577,26.14453614,91.73617216,194,car,,5,False,18-11-2016,11:01,0.336221837,18-11-2016 11:01,11,4,0,194,0.336221837,13.36221837,10.60587562
781,BHMBCCMKT01,577,26.14453614,91.73617216,197,car,,4,False,18-11-2016,11:34,0.341421144,18-11-2016 11:34,11,4,0,197,0.341421144,13.41421144,11.02545551
782,BHMBCCMKT01,577,26.14453614,91.73617216,205,car,1.0,7,False,18-11-2016,12:01,0.355285962,18-11-2016 12:01,12,4,0,205,0.355285962,13.55285962,11.65088388
783,BHMBCCMKT01,577,26.14453614,91.73617216,193,car,1.0,7,False,18-11-2016,12:27,0.334488735,18-11-2016 12:27,12,4,0,193,0.334488735,13.34488735,12.42189413
784,BHMBCCMKT01,577,26.14453614,91.73617216,201,bike,1.0,7,False,18-11-2016,13:01,0.348353553,18-11-2016 13:01,13,4,0,201,0.348353553,13.48353553,14.12408061
785,BHMBCCMKT01,577,26.14453614,91.73617216,217,truck,1.0,7,False,18-11-2016,13:34,0.376083189,18-11-2016 13:34,13,4,0,217,0.376083189,13.76083189,14.23704904
786,BHMBCCMKT01,577,26.14453614,91.73617216,213,car,,4,False,18-11-2016,14:01,0.36915078,18-11-2016 14:01,14,4,0,213,0.36915078,13.6915078,14.41490761
787,BHMBCCMKT01,577,26.14453614,91.73617216,196,car,1.0,5,False,18-11-2016,14:28,0.339688042,18-11-2016 14:28,14,4,0,196,0.339688042,13.39688042,12.26619587
788,BHMBCCMKT01,577,26.14453614,91.73617216,168,car,0.0,2,False,18-11-2016,15:01,0.291161179,18-11-2016 15:01,15,4,0,168,0.291161179,12.91161179,11.84690129
789,BHMBCCMKT01,577,26.14453614,91.73617216,164,truck,0.0,1,False,18-11-2016,15:28,0.284228769,18-11-2016 15:28,15,4,0,164,0.284228769,12.84228769,11.49582482
790,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,0.0,2,False,18-11-2016,16:01,0.266897747,18-11-2016 16:01,16,4,0,154,0.266897747,12.66897747,10.36366836
791,BHMBCCMKT01,577,26.14453614,91.73617216,140,truck,,2,False,18-11-2016,16:28,0.242634315,18-11-2016 16:28,16,4,0,140,0.242634315,12.42634315,10.4285585
792,BHMBCCMKT01,577,26.14453614,91.73617216,29,car,0.0,1,False,19-11-2016,07:57,0.050259965,19-11-2016 07:57,7,5,0,29,0.050259965,10.50259965,10.7513083
793,BHMBCCMKT01,577,26.14453614,91.73617216,34,car,0.0,1,False,19-11-2016,08:31,0.058925477,19-11-2016 08:31,8,5,0,34,0.058925477,10.58925477,11.58292191
794,BHMBCCMKT01,577,26.14453614,91.73617216,51,car,0.0,1,False,19-11-2016,08:57,0.088388215,19-11-2016 08:57,8,5,0,51,0.088388215,10.88388215,13.4949069
795,BHMBCCMKT01,577,26.14453614,91.73617216,102,truck,0.0,2,False,19-11-2016,09:31,0.17677643,19-11-2016 09:31,9,5,0,102,0.17677643,11.7677643,13.60787533
796,BHMBCCMKT01,577,26.14453614,91.73617216,152,car,0.0,3,False,19-11-2016,10:04,0.263431542,19-11-2016 10:04,10,5,0,152,0.263431542,12.63431542,13.87042712
797,BHMBCCMKT01,577,26.14453614,91.73617216,196,cycle,,4,False,19-11-2016,10:31,0.339688042,19-11-2016 10:31,10,5,0,196,0.339688042,13.39688042,14.07622416
798,BHMBCCMKT01,577,26.14453614,91.73617216,235,bike,1.0,5,False,19-11-2016,10:58,0.407279029,19-11-2016 10:58,10,5,0,235,0.407279029,14.07279029,12.5851832
799,BHMBCCMKT01,577,26.14453614,91.73617216,269,cycle,1.0,7,False,19-11-2016,11:31,0.466204506,19-11-2016 11:31,11,5,0,269,0.466204506,14.66204506,12.52461413
800,BHMBCCMKT01,577,26.14453614,91.73617216,293,bike,1.0,8,False,19-11-2016,12:04,0.50779896,19-11-2016 12:04,12,5,0,293,0.50779896,15.0779896,12.34741191
801,BHMBCCMKT01,577,26.14453614,91.73617216,340,cycle,1.0,8,False,19-11-2016,12:31,0.589254766,19-11-2016 12:31,12,5,0,340,0.589254766,15.89254766,10.29900007
802,BHMBCCMKT01,577,26.14453614,91.73617216,400,car,1.0,7,False,19-11-2016,13:04,0.693240901,19-11-2016 13:04,13,5,0,400,0.693240901,16.93240901,10.38002855
803,BHMBCCMKT01,577,26.14453614,91.73617216,429,bike,1.0,7,False,19-11-2016,13:31,0.743500867,19-11-2016 13:31,13,5,0,429,0.743500867,17.43500867,10.57404262
804,BHMBCCMKT01,577,26.14453614,91.73617216,492,car,1.0,6,False,19-11-2016,14:04,0.852686308,19-11-2016 14:04,14,5,0,492,0.852686308,18.52686308,11.199471
805,BHMBCCMKT01,577,26.14453614,91.73617216,473,car,,4,False,19-11-2016,14:31,0.819757366,19-11-2016 14:31,14,5,0,473,0.819757366,18.19757366,11.79655556
806,BHMBCCMKT01,577,26.14453614,91.73617216,482,truck,0.0,3,False,19-11-2016,15:04,0.835355286,19-11-2016 15:04,15,5,0,482,0.835355286,18.35355286,14.43113576
807,BHMBCCMKT01,577,26.14453614,91.73617216,489,car,0.0,2,False,19-11-2016,15:31,0.847487002,19-11-2016 15:31,15,5,0,489,0.847487002,18.47487002,14.17724327
808,BHMBCCMKT01,577,26.14453614,91.73617216,452,cycle,,3,False,19-11-2016,16:04,0.783362218,19-11-2016 16:04,16,5,0,452,0.783362218,17.83362218,14.09258436
809,BHMBCCMKT01,577,26.14453614,91.73617216,431,car,,2,False,19-11-2016,16:31,0.746967071,19-11-2016 16:31,16,5,0,431,0.746967071,17.46967071,12.57321673
810,BHMBCCMKT01,577,26.14453614,91.73617216,20,car,0.0,1,True,20-11-2016,08:01,0.034662045,20-11-2016 08:01,8,6,0,20,0.034662045,10.34662045,12.44446384
811,BHMBCCMKT01,577,26.14453614,91.73617216,22,truck,0.0,1,True,20-11-2016,08:27,0.03812825,20-11-2016 08:27,8,6,0,22,0.03812825,10.3812825,12.28306322
812,BHMBCCMKT01,577,26.14453614,91.73617216,21,car,,3,True,20-11-2016,09:01,0.036395147,20-11-2016 09:01,9,6,0,21,0.036395147,10.36395147,10.25080687
813,BHMBCCMKT01,577,26.14453614,91.73617216,24,bike,0.0,2,True,20-11-2016,09:27,0.041594454,20-11-2016 09:27,9,6,0,24,0.041594454,10.41594454,10.3802847
814,BHMBCCMKT01,577,26.14453614,91.73617216,28,car,0.0,3,True,20-11-2016,10:01,0.048526863,20-11-2016 10:01,10,6,0,28,0.048526863,10.48526863,10.63880071
815,BHMBCCMKT01,577,26.14453614,91.73617216,44,car,0.0,2,True,20-11-2016,10:27,0.076256499,20-11-2016 10:27,10,6,0,44,0.076256499,10.76256499,11.17136618
816,BHMBCCMKT01,577,26.14453614,91.73617216,95,cycle,,6,True,20-11-2016,11:01,0.164644714,20-11-2016 11:01,11,6,0,95,0.164644714,11.64644714,13.53159447
817,BHMBCCMKT01,577,26.14453614,91.73617216,128,car,1.0,8,True,20-11-2016,11:27,0.221837088,20-11-2016 11:27,11,6,0,128,0.221837088,12.21837088,13.52761014
818,BHMBCCMKT01,577,26.14453614,91.73617216,163,cycle,,7,True,20-11-2016,12:01,0.282495667,20-11-2016 12:01,12,6,0,163,0.282495667,12.82495667,13.73776256
819,BHMBCCMKT01,577,26.14453614,91.73617216,194,truck,1.0,10,True,20-11-2016,12:34,0.336221837,20-11-2016 12:34,12,6,0,194,0.336221837,13.36221837,13.29968136
820,BHMBCCMKT01,577,26.14453614,91.73617216,246,car,1.0,9,True,20-11-2016,13:07,0.426343154,20-11-2016 13:07,13,6,0,246,0.426343154,14.26343154,12.39627065
821,BHMBCCMKT01,577,26.14453614,91.73617216,268,truck,1.0,10,True,20-11-2016,13:27,0.464471404,20-11-2016 13:27,13,6,0,268,0.464471404,14.64471404,10.34785881
822,BHMBCCMKT01,577,26.14453614,91.73617216,307,car,,6,True,20-11-2016,14:01,0.532062392,20-11-2016 14:01,14,6,0,307,0.532062392,15.32062392,10.49344068
823,BHMBCCMKT01,577,26.14453614,91.73617216,309,car,,5,True,20-11-2016,14:27,0.535528596,20-11-2016 14:27,14,6,0,309,0.535528596,15.35528596,11.50652615
824,BHMBCCMKT01,577,26.14453614,91.73617216,290,cycle,0.0,3,True,20-11-2016,15:01,0.502599653,20-11-2016 15:01,15,6,0,290,0.502599653,15.02599653,15.76711227
825,BHMBCCMKT01,577,26.14453614,91.73617216,276,cycle,0.0,4,True,20-11-2016,15:27,0.478336222,20-11-2016 15:27,15,6,0,276,0.478336222,14.78336222,16.19067648
826,BHMBCCMKT01,577,26.14453614,91.73617216,231,truck,0.0,3,True,20-11-2016,16:01,0.40034662,20-11-2016 16:01,16,6,0,231,0.40034662,14.0034662,16.44922679
827,BHMBCCMKT01,577,26.14453614,91.73617216,180,cycle,0.0,2,True,20-11-2016,16:31,0.311958406,20-11-2016 16:31,16,6,0,180,0.311958406,13.11958406,17.3344901
828,BHMBCCMKT01,577,26.14453614,91.73617216,26,car,,1,False,21-11-2016,08:04,0.045060659,21-11-2016 08:04,8,0,0,26,0.045060659,10.45060659,16.88261637
829,BHMBCCMKT01,577,26.14453614,91.73617216,32,bike,0.0,1,False,21-11-2016,08:31,0.055459272,21-11-2016 08:31,8,0,0,32,0.055459272,10.55459272,16.41063711
830,BHMBCCMKT01,577,26.14453614,91.73617216,39,car,0.0,1,False,21-11-2016,09:04,0.067590988,21-11-2016 09:04,9,0,0,39,0.067590988,10.67590988,10.1412951
831,BHMBCCMKT01,577,26.14453614,91.73617216,54,bike,0.0,1,False,21-11-2016,09:31,0.093587522,21-11-2016 09:31,9,0,0,54,0.093587522,10.93587522,10.1412951
832,BHMBCCMKT01,577,26.14453614,91.73617216,78,bike,0.0,2,False,21-11-2016,10:04,0.135181976,21-11-2016 10:04,10,0,0,78,0.135181976,11.35181976,10.17360609
833,BHMBCCMKT01,577,26.14453614,91.73617216,92,bike,,3,False,21-11-2016,10:31,0.159445407,21-11-2016 10:31,10,0,0,92,0.159445407,11.59445407,10.20618524
834,BHMBCCMKT01,577,26.14453614,91.73617216,99,car,,4,False,21-11-2016,11:04,0.171577123,21-11-2016 11:04,11,0,0,99,0.171577123,11.71577123,10.47656996
835,BHMBCCMKT01,577,26.14453614,91.73617216,115,car,,4,False,21-11-2016,11:30,0.199306759,21-11-2016 11:30,11,0,0,115,0.199306759,11.99306759,13.63576412
836,BHMBCCMKT01,577,26.14453614,91.73617216,122,car,,5,False,21-11-2016,11:57,0.211438475,21-11-2016 11:57,11,0,0,122,0.211438475,12.11438475,14.087655
837,BHMBCCMKT01,577,26.14453614,91.73617216,136,cycle,1.0,6,False,21-11-2016,12:31,0.235701906,21-11-2016 12:31,12,0,0,136,0.235701906,12.35701906,14.4426815
838,BHMBCCMKT01,577,26.14453614,91.73617216,146,car,1.0,7,False,21-11-2016,12:57,0.253032929,21-11-2016 12:57,12,0,0,146,0.253032929,12.53032929,15.24598559
839,BHMBCCMKT01,577,26.14453614,91.73617216,147,bike,1.0,6,False,21-11-2016,13:31,0.254766031,21-11-2016 13:31,13,0,0,147,0.254766031,12.54766031,15.13463853
840,BHMBCCMKT01,577,26.14453614,91.73617216,138,car,,3,False,21-11-2016,14:04,0.239168111,21-11-2016 14:04,14,0,0,138,0.239168111,12.39168111,14.28361004
841,BHMBCCMKT01,577,26.14453614,91.73617216,119,bike,,3,False,21-11-2016,14:31,0.206239168,21-11-2016 14:31,14,0,0,119,0.206239168,12.06239168,13.62193779
842,BHMBCCMKT01,577,26.14453614,91.73617216,111,truck,1.0,4,False,21-11-2016,14:57,0.19237435,21-11-2016 14:57,14,0,0,111,0.19237435,11.9237435,10.25029053
843,BHMBCCMKT01,577,26.14453614,91.73617216,98,car,0.0,2,False,21-11-2016,15:31,0.169844021,21-11-2016 15:31,15,0,0,98,0.169844021,11.69844021,10.34708631
844,BHMBCCMKT01,577,26.14453614,91.73617216,93,car,0.0,2,False,21-11-2016,15:57,0.16117851,21-11-2016 15:57,15,0,0,93,0.16117851,11.6117851,10.71860506
845,BHMBCCMKT01,577,26.14453614,91.73617216,83,bike,0.0,2,False,21-11-2016,16:31,0.143847487,21-11-2016 16:31,16,0,0,83,0.143847487,11.43847487,11.10195822
846,BHMBCCMKT01,577,26.14453614,91.73617216,24,car,0.0,1,False,22-11-2016,07:57,0.041594454,22-11-2016 07:57,7,1,0,24,0.041594454,10.41594454,14.23682719
847,BHMBCCMKT01,577,26.14453614,91.73617216,32,truck,0.0,2,False,22-11-2016,08:31,0.055459272,22-11-2016 08:31,8,1,0,32,0.055459272,10.55459272,14.76937551
848,BHMBCCMKT01,577,26.14453614,91.73617216,45,truck,0.0,1,False,22-11-2016,09:04,0.077989601,22-11-2016 09:04,9,1,0,45,0.077989601,10.77989601,15.22160314
849,BHMBCCMKT01,577,26.14453614,91.73617216,66,bike,0.0,1,False,22-11-2016,09:31,0.114384749,22-11-2016 09:31,9,1,0,66,0.114384749,11.14384749,15.13461556
850,BHMBCCMKT01,577,26.14453614,91.73617216,116,car,0.0,2,False,22-11-2016,10:04,0.201039861,22-11-2016 10:04,10,1,0,116,0.201039861,12.01039861,14.60601727
851,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,,3,False,22-11-2016,10:31,0.266897747,22-11-2016 10:31,10,1,0,154,0.266897747,12.66897747,13.29914787
852,BHMBCCMKT01,577,26.14453614,91.73617216,188,bike,,4,False,22-11-2016,11:04,0.325823224,22-11-2016 11:04,11,1,0,188,0.325823224,13.25823224,
853,BHMBCCMKT01,577,26.14453614,91.73617216,209,car,1.0,7,False,22-11-2016,11:31,0.362218371,22-11-2016 11:31,11,1,0,209,0.362218371,13.62218371,
854,BHMBCCMKT01,577,26.14453614,91.73617216,228,car,1.0,8,False,22-11-2016,12:04,0.395147314,22-11-2016 12:04,12,1,0,228,0.395147314,13.95147314,
855,BHMBCCMKT01,577,26.14453614,91.73617216,232,car,1.0,7,False,22-11-2016,12:31,0.402079723,22-11-2016 12:31,12,1,0,232,0.402079723,14.02079723,
856,BHMBCCMKT01,577,26.14453614,91.73617216,234,bike,1.0,7,False,22-11-2016,12:57,0.405545927,22-11-2016 12:57,12,1,0,234,0.405545927,14.05545927,
857,BHMBCCMKT01,577,26.14453614,91.73617216,234,cycle,1.0,7,False,22-11-2016,13:31,0.405545927,22-11-2016 13:31,13,1,0,234,0.405545927,14.05545927,
858,BHMBCCMKT01,577,26.14453614,91.73617216,227,car,,4,False,22-11-2016,13:57,0.393414211,22-11-2016 13:57,13,1,0,227,0.393414211,13.93414211,
859,BHMBCCMKT01,577,26.14453614,91.73617216,205,cycle,,4,False,22-11-2016,14:31,0.355285962,22-11-2016 14:31,14,1,0,205,0.355285962,13.55285962,
860,BHMBCCMKT01,577,26.14453614,91.73617216,175,car,,3,False,22-11-2016,14:57,0.303292894,22-11-2016 14:57,14,1,0,175,0.303292894,13.03292894,
861,BHMBCCMKT01,577,26.14453614,91.73617216,160,car,0.0,2,False,22-11-2016,15:31,0.27729636,22-11-2016 15:31,15,1,0,160,0.27729636,12.7729636,
862,BHMBCCMKT01,577,26.14453614,91.73617216,137,bike,0.0,2,False,22-11-2016,15:57,0.237435009,22-11-2016 15:57,15,1,0,137,0.237435009,12.37435009,
863,BHMBCCMKT01,577,26.14453614,91.73617216,122,bike,0.0,2,False,22-11-2016,16:30,0.211438475,22-11-2016 16:30,16,1,0,122,0.211438475,12.11438475,
864,BHMBCCMKT01,577,26.14453614,91.73617216,28,cycle,0.0,1,False,23-11-2016,08:04,0.048526863,23-11-2016 08:04,8,2,0,28,0.048526863,10.48526863,
865,BHMBCCMKT01,577,26.14453614,91.73617216,29,bike,,1,False,23-11-2016,08:30,0.050259965,23-11-2016 08:30,8,2,0,29,0.050259965,10.50259965,
866,BHMBCCMKT01,577,26.14453614,91.73617216,34,car,,2,False,23-11-2016,08:57,0.058925477,23-11-2016 08:57,8,2,0,34,0.058925477,10.58925477,
867,BHMBCCMKT01,577,26.14453614,91.73617216,47,car,0.0,2,False,23-11-2016,09:31,0.081455806,23-11-2016 09:31,9,2,0,47,0.081455806,10.81455806,
868,BHMBCCMKT01,577,26.14453614,91.73617216,72,bike,0.0,2,False,23-11-2016,10:04,0.124783362,23-11-2016 10:04,10,2,0,72,0.124783362,11.24783362,
869,BHMBCCMKT01,577,26.14453614,91.73617216,100,car,,4,False,23-11-2016,10:31,0.173310225,23-11-2016 10:31,10,2,0,100,0.173310225,11.73310225,
870,BHMBCCMKT01,577,26.14453614,91.73617216,128,car,,4,False,23-11-2016,11:04,0.221837088,23-11-2016 11:04,11,2,0,128,0.221837088,12.21837088,
871,BHMBCCMKT01,577,26.14453614,91.73617216,152,car,,4,False,23-11-2016,11:31,0.263431542,23-11-2016 11:31,11,2,0,152,0.263431542,12.63431542,
872,BHMBCCMKT01,577,26.14453614,91.73617216,166,bike,,4,False,23-11-2016,11:57,0.287694974,23-11-2016 11:57,11,2,0,166,0.287694974,12.87694974,
873,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,1.0,7,False,23-11-2016,12:31,0.306759099,23-11-2016 12:31,12,2,0,177,0.306759099,13.06759099,
874,BHMBCCMKT01,577,26.14453614,91.73617216,187,cycle,1.0,6,False,23-11-2016,13:04,0.324090121,23-11-2016 13:04,13,2,0,187,0.324090121,13.24090121,
875,BHMBCCMKT01,577,26.14453614,91.73617216,181,bike,1.0,7,False,23-11-2016,13:31,0.313691508,23-11-2016 13:31,13,2,0,181,0.313691508,13.13691508,
876,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,,4,False,23-11-2016,13:57,0.306759099,23-11-2016 13:57,13,2,0,177,0.306759099,13.06759099,
877,BHMBCCMKT01,577,26.14453614,91.73617216,150,car,,3,False,23-11-2016,14:30,0.259965338,23-11-2016 14:30,14,2,0,150,0.259965338,12.59965338,
878,BHMBCCMKT01,577,26.14453614,91.73617216,126,car,,2,False,23-11-2016,15:04,0.218370884,23-11-2016 15:04,15,2,0,126,0.218370884,12.18370884,
879,BHMBCCMKT01,577,26.14453614,91.73617216,119,car,0.0,2,False,23-11-2016,15:31,0.206239168,23-11-2016 15:31,15,2,0,119,0.206239168,12.06239168,
880,BHMBCCMKT01,577,26.14453614,91.73617216,102,bike,0.0,2,False,23-11-2016,16:04,0.17677643,23-11-2016 16:04,16,2,0,102,0.17677643,11.7677643,
881,BHMBCCMKT01,577,26.14453614,91.73617216,92,car,0.0,1,False,23-11-2016,16:30,0.159445407,23-11-2016 16:30,16,2,0,92,0.159445407,11.59445407,
882,BHMBCCMKT01,577,26.14453614,91.73617216,32,car,0.0,1,False,24-11-2016,08:00,0.055459272,24-11-2016 08:00,8,3,0,32,0.055459272,10.55459272,
883,BHMBCCMKT01,577,26.14453614,91.73617216,34,car,0.0,1,False,24-11-2016,08:27,0.058925477,24-11-2016 08:27,8,3,0,34,0.058925477,10.58925477,
884,BHMBCCMKT01,577,26.14453614,91.73617216,52,bike,0.0,2,False,24-11-2016,09:00,0.090121317,24-11-2016 09:00,9,3,0,52,0.090121317,10.90121317,
885,BHMBCCMKT01,577,26.14453614,91.73617216,81,bike,0.0,2,False,24-11-2016,09:34,0.140381282,24-11-2016 09:34,9,3,0,81,0.140381282,11.40381282,
886,BHMBCCMKT01,577,26.14453614,91.73617216,110,bike,0.0,3,False,24-11-2016,10:01,0.190641248,24-11-2016 10:01,10,3,0,110,0.190641248,11.90641248,
887,BHMBCCMKT01,577,26.14453614,91.73617216,131,car,0.0,2,False,24-11-2016,10:27,0.227036395,24-11-2016 10:27,10,3,0,131,0.227036395,12.27036395,
888,BHMBCCMKT01,577,26.14453614,91.73617216,167,car,,5,False,24-11-2016,11:00,0.289428076,24-11-2016 11:00,11,3,0,167,0.289428076,12.89428076,
889,BHMBCCMKT01,577,26.14453614,91.73617216,187,truck,,5,False,24-11-2016,11:27,0.324090121,24-11-2016 11:27,11,3,0,187,0.324090121,13.24090121,
